Date,Time,Measure,Value,Unit
2026-09-25,14:18:36,Humidity,50.98,%
2026-09-25,14:18:36,AQI,3,
2026-09-25,14:18:36,TVOC,423,ppb
2026-09-25,14:18:36,eCO2,842,ppm
2026-09-25,14:18:36,Broadband (Visible + IR),4,
2026-09-25,14:18:36,Infrared,1,
2026-09-25,14:18:37,Temperature,25.21,°C
2026-09-25,14:18:37,Humidity,50.98,%
2026-09-25,14:18:37,AQI,3,
2026-09-25,14:18:37,TVOC,420,ppb
2026-09-25,14:18:37,eCO2,841,ppm
2026-09-25,14:18:37,Broadband (Visible + IR),4,
2026-09-25,14:18:37,Infrared,1,
2026-09-25,14:18:38,Temperature,25.19,°C
2026-09-25,14:18:38,Humidity,51.07,%
2026-09-25,14:18:38,AQI,3,
2026-09-25,14:18:38,TVOC,420,ppb
2026-09-25,14:18:38,eCO2,841,ppm
2026-09-25,14:18:38,Broadband (Visible + IR),4,
2026-09-25,14:18:38,Infrared,1,
2026-09-25,14:18:39,Temperature,25.21,°C
2026-09-25,14:18:39,Humidity,51.05,%
2026-09-25,14:18:39,AQI,3,
2026-09-25,14:18:39,TVOC,406,ppb
2026-09-25,14:18:39,eCO2,837,ppm
2026-09-25,14:18:39,Broadband (Visible + IR),4,
2026-09-25,14:18:39,Infrared,1,
2026-09-25,14:18:40,Temperature,25.19,°C
2026-09-25,14:18:40,Humidity,51.03,%
2026-09-25,14:18:40,AQI,3,
2026-09-25,14:18:40,TVOC,411,ppb
2026-09-25,14:18:40,eCO2,838,ppm
2026-09-25,14:18:40,Broadband (Visible + IR),4,
2026-09-25,14:18:40,Infrared,1,
2026-09-25,14:18:41,Temperature,25.17,°C
2026-09-25,14:18:41,Humidity,51.07,%
2026-09-25,14:18:41,AQI,3,
2026-09-25,14:18:41,TVOC,419,ppb
2026-09-25,14:18:41,eCO2,841,ppm
2026-09-25,14:18:41,Broadband (Visible + IR),4,
2026-09-25,14:18:41,Infrared,1,
2026-09-25,14:18:42,Temperature,25.16,°C
2026-09-25,14:18:42,Humidity,51.06,%
2026-09-25,14:18:42,AQI,3,
2026-09-25,14:18:42,TVOC,424,ppb
2026-09-25,14:18:42,eCO2,842,ppm
2026-09-25,14:18:42,Broadband (Visible + IR),4,
2026-09-25,14:18:42,Infrared,1,
2026-09-25,14:18:43,Temperature,25.18,°C
2026-09-25,14:18:43,Humidity,51.00,%
2026-09-25,14:18:43,AQI,3,
2026-09-25,14:18:43,TVOC,433,ppb
2026-09-25,14:18:43,eCO2,845,ppm
2026-09-25,14:18:43,Broadband (Visible + IR),4,
2026-09-25,14:18:43,Infrared,1,
2026-09-25,14:18:44,Temperature,25.18,°C
2026-09-25,14:18:44,Humidity,50.99,%
2026-09-25,14:18:44,AQI,3,
2026-09-25,14:18:44,TVOC,437,ppb
2026-09-25,14:18:44,eCO2,847,ppm
2026-09-25,14:18:44,Broadband (Visible + IR),4,
2026-09-25,14:18:44,Infrared,1,
2026-09-25,14:18:45,Temperature,25.19,°C
2026-09-25,14:18:45,Humidity,51.02,%
2026-09-25,14:18:45,AQI,3,
2026-09-25,14:18:45,TVOC,452,ppb
2026-09-25,14:18:45,eCO2,851,ppm
2026-09-25,14:18:45,Broadband (Visible + IR),4,
2026-09-25,14:18:45,Infrared,1,
2026-09-25,14:18:46,Temperature,25.15,°C
2026-09-25,14:18:46,Humidity,51.07,%
2026-09-25,14:18:46,AQI,3,
2026-09-25,14:18:46,TVOC,449,ppb
2026-09-25,14:18:46,eCO2,850,ppm
2026-09-25,14:18:46,Broadband (Visible + IR),4,
2026-09-25,14:18:46,Infrared,1,
2026-09-25,14:18:47,Temperature,25.15,°C
2026-09-25,14:18:47,Humidity,51.14,%
2026-09-25,14:18:47,AQI,3,
2026-09-25,14:18:47,TVOC,435,ppb
2026-09-25,14:18:47,eCO2,846,ppm
2026-09-25,14:18:47,Broadband (Visible + IR),4,
2026-09-25,14:18:47,Infrared,1,
2026-09-25,14:18:48,Temperature,25.14,°C
2026-09-25,14:18:48,Humidity,51.08,%
2026-09-25,14:18:48,AQI,3,
2026-09-25,14:18:48,TVOC,425,ppb
2026-09-25,14:18:48,eCO2,843,ppm
2026-09-25,14:18:48,Broadband (Visible + IR),4,
2026-09-25,14:18:48,Infrared,1,
2026-09-25,14:18:49,Temperature,25.16,°C
2026-09-25,14:18:49,Humidity,51.09,%
2026-09-25,14:18:49,AQI,3,
2026-09-25,14:18:49,TVOC,444,ppb
2026-09-25,14:18:49,eCO2,849,ppm
2026-09-25,14:18:49,Broadband (Visible + IR),4,
2026-09-25,14:18:49,Infrared,1,
2026-09-25,14:18:50,Temperature,25.18,°C
2026-09-25,14:18:50,Humidity,51.12,%
2026-09-25,14:18:50,AQI,3,
2026-09-25,14:18:50,TVOC,424,ppb
2026-09-25,14:18:50,eCO2,842,ppm
2026-09-25,14:18:50,Broadband (Visible + IR),4,
2026-09-25,14:18:50,Infrared,1,
2026-09-25,14:18:51,Temperature,25.16,°C
2026-09-25,14:18:51,Humidity,51.02,%
2026-09-25,14:18:51,AQI,3,
2026-09-25,14:18:51,TVOC,411,ppb
2026-09-25,14:18:51,eCO2,838,ppm
2026-09-25,14:18:51,Broadband (Visible + IR),4,
2026-09-25,14:18:51,Infrared,1,
2026-09-25,14:18:52,Temperature,25.16,°C
2026-09-25,14:18:52,Humidity,51.09,%
2026-09-25,14:18:52,AQI,3,
2026-09-25,14:18:52,TVOC,419,ppb
2026-09-25,14:18:52,eCO2,841,ppm
2026-09-25,14:18:52,Broadband (Visible + IR),4,
2026-09-25,14:18:52,Infrared,1,
2026-09-25,14:18:53,Temperature,25.17,°C
2026-09-25,14:18:53,Humidity,51.04,%
2026-09-25,14:18:53,AQI,3,
2026-09-25,14:18:53,TVOC,414,ppb
2026-09-25,14:18:53,eCO2,839,ppm
2026-09-25,14:18:53,Broadband (Visible + IR),4,
2026-09-25,14:18:53,Infrared,1,
2026-09-25,14:18:54,Temperature,25.17,°C
2026-09-25,14:18:54,Humidity,51.07,%
2026-09-25,14:18:54,AQI,3,
2026-09-25,14:18:54,TVOC,420,ppb
2026-09-25,14:18:54,eCO2,841,ppm
2026-09-25,14:18:54,Broadband (Visible + IR),4,
2026-09-25,14:18:54,Infrared,1,
2026-09-25,14:18:55,Temperature,25.17,°C
2026-09-25,14:18:55,Humidity,50.99,%
2026-09-25,14:18:55,AQI,3,
2026-09-25,14:18:55,TVOC,408,ppb
2026-09-25,14:18:55,eCO2,837,ppm
2026-09-25,14:18:55,Broadband (Visible + IR),4,
2026-09-25,14:18:55,Infrared,1,
2026-09-25,14:18:56,Temperature,25.17,°C
2026-09-25,14:18:56,Humidity,51.06,%
2026-09-25,14:18:56,AQI,3,
2026-09-25,14:18:56,TVOC,403,ppb
2026-09-25,14:18:56,eCO2,836,ppm
2026-09-25,14:18:56,Broadband (Visible + IR),4,
2026-09-25,14:18:56,Infrared,1,
2026-09-25,14:18:57,Temperature,25.17,°C
2026-09-25,14:18:57,Humidity,51.03,%
2026-09-25,14:18:57,AQI,3,
2026-09-25,14:18:57,TVOC,391,ppb
2026-09-25,14:18:57,eCO2,832,ppm
2026-09-25,14:18:57,Broadband (Visible + IR),4,
2026-09-25,14:18:57,Infrared,1,
2026-09-25,14:18:58,Temperature,25.15,°C
2026-09-25,14:18:58,Humidity,50.98,%
2026-09-25,14:18:58,AQI,3,
2026-09-25,14:18:58,TVOC,391,ppb
2026-09-25,14:18:58,eCO2,832,ppm
2026-09-25,14:18:58,Broadband (Visible + IR),4,
2026-09-25,14:18:58,Infrared,1,
2026-09-25,14:18:59,Temperature,25.15,°C
2026-09-25,14:18:59,Humidity,51.08,%
2026-09-25,14:18:59,AQI,3,
2026-09-25,14:18:59,TVOC,422,ppb
2026-09-25,14:18:59,eCO2,842,ppm
2026-09-25,14:18:59,Broadband (Visible + IR),4,
2026-09-25,14:18:59,Infrared,1,
2026-09-25,14:19:00,Temperature,25.14,°C
2026-09-25,14:19:00,Humidity,51.05,%
2026-09-25,14:19:00,AQI,3,
2026-09-25,14:19:00,TVOC,410,ppb
2026-09-25,14:19:00,eCO2,838,ppm
2026-09-25,14:19:00,Broadband (Visible + IR),4,
2026-09-25,14:19:00,Infrared,1,
2026-09-25,14:19:01,Temperature,25.13,°C
2026-09-25,14:19:01,Humidity,51.06,%
2026-09-25,14:19:01,AQI,3,
2026-09-25,14:19:01,TVOC,439,ppb
2026-09-25,14:19:01,eCO2,847,ppm
2026-09-25,14:19:01,Broadband (Visible + IR),4,
2026-09-25,14:19:01,Infrared,1,
2026-09-25,14:19:02,Temperature,25.16,°C
2026-09-25,14:19:02,Humidity,51.02,%
2026-09-25,14:19:02,AQI,3,
2026-09-25,14:19:02,TVOC,435,ppb
2026-09-25,14:19:02,eCO2,846,ppm
2026-09-25,14:19:02,Broadband (Visible + IR),4,
2026-09-25,14:19:02,Infrared,1,
2026-09-25,14:19:03,Temperature,25.16,°C
2026-09-25,14:19:03,Humidity,51.00,%
2026-09-25,14:19:03,AQI,3,
2026-09-25,14:19:03,TVOC,417,ppb
2026-09-25,14:19:03,eCO2,840,ppm
2026-09-25,14:19:03,Broadband (Visible + IR),4,
2026-09-25,14:19:03,Infrared,1,
2026-09-25,14:19:04,Temperature,25.16,°C
2026-09-25,14:19:04,Humidity,51.02,%
2026-09-25,14:19:04,AQI,3,
2026-09-25,14:19:04,TVOC,404,ppb
2026-09-25,14:19:04,eCO2,836,ppm
2026-09-25,14:19:04,Broadband (Visible + IR),4,
2026-09-25,14:19:04,Infrared,1,
2026-09-25,14:19:05,Temperature,25.16,°C
2026-09-25,14:19:05,Humidity,51.01,%
2026-09-25,14:19:05,AQI,3,
2026-09-25,14:19:05,TVOC,423,ppb
2026-09-25,14:19:05,eCO2,842,ppm
2026-09-25,14:19:05,Broadband (Visible + IR),4,
2026-09-25,14:19:05,Infrared,1,
2026-09-25,14:19:06,Temperature,25.17,°C
2026-09-25,14:19:06,Humidity,50.95,%
2026-09-25,14:19:06,AQI,3,
2026-09-25,14:19:06,TVOC,396,ppb
2026-09-25,14:19:06,eCO2,834,ppm
2026-09-25,14:19:06,Broadband (Visible + IR),4,
2026-09-25,14:19:06,Infrared,1,
2026-09-25,14:19:07,Temperature,25.15,°C
2026-09-25,14:19:07,Humidity,50.96,%
2026-09-25,14:19:07,AQI,3,
2026-09-25,14:19:07,TVOC,416,ppb
2026-09-25,14:19:07,eCO2,840,ppm
2026-09-25,14:19:07,Broadband (Visible + IR),4,
2026-09-25,14:19:07,Infrared,1,
2026-09-25,14:19:08,Temperature,25.14,°C
2026-09-25,14:19:08,Humidity,50.97,%
2026-09-25,14:19:08,AQI,3,
2026-09-25,14:19:08,TVOC,413,ppb
2026-09-25,14:19:08,eCO2,839,ppm
2026-09-25,14:19:08,Broadband (Visible + IR),4,
2026-09-25,14:19:08,Infrared,1,
2026-09-25,14:19:09,Temperature,25.10,°C
2026-09-25,14:19:09,Humidity,50.91,%
2026-09-25,14:19:09,AQI,3,
2026-09-25,14:19:09,TVOC,416,ppb
2026-09-25,14:19:09,eCO2,840,ppm
2026-09-25,14:19:09,Broadband (Visible + IR),4,
2026-09-25,14:19:09,Infrared,1,
2026-09-25,14:19:10,Temperature,25.15,°C
2026-09-25,14:19:10,Humidity,50.98,%
2026-09-25,14:19:10,AQI,3,
2026-09-25,14:19:10,TVOC,432,ppb
2026-09-25,14:19:10,eCO2,845,ppm
2026-09-25,14:19:10,Broadband (Visible + IR),4,
2026-09-25,14:19:10,Infrared,1,
2026-09-25,14:19:11,Temperature,25.16,°C
2026-09-25,14:19:11,Humidity,51.03,%
2026-09-25,14:19:11,AQI,3,
2026-09-25,14:19:11,TVOC,394,ppb
2026-09-25,14:19:11,eCO2,833,ppm
2026-09-25,14:19:11,Broadband (Visible + IR),4,
2026-09-25,14:19:11,Infrared,1,
2026-09-25,14:19:12,Temperature,25.15,°C
2026-09-25,14:19:12,Humidity,51.01,%
2026-09-25,14:19:12,AQI,3,
2026-09-25,14:19:12,TVOC,425,ppb
2026-09-25,14:19:12,eCO2,843,ppm
2026-09-25,14:19:12,Broadband (Visible + IR),4,
2026-09-25,14:19:12,Infrared,1,
2026-09-25,14:19:13,Temperature,25.13,°C
2026-09-25,14:19:13,Humidity,51.02,%
2026-09-25,14:19:13,AQI,3,
2026-09-25,14:19:13,TVOC,415,ppb
2026-09-25,14:19:13,eCO2,840,ppm
2026-09-25,14:19:13,Broadband (Visible + IR),4,
2026-09-25,14:19:13,Infrared,1,
2026-09-25,14:19:14,Temperature,25.13,°C
2026-09-25,14:19:14,Humidity,51.08,%
2026-09-25,14:19:14,AQI,3,
2026-09-25,14:19:14,TVOC,414,ppb
2026-09-25,14:19:14,eCO2,839,ppm
2026-09-25,14:19:14,Broadband (Visible + IR),4,
2026-09-25,14:19:14,Infrared,1,
2026-09-25,14:19:15,Temperature,25.12,°C
2026-09-25,14:19:15,Humidity,51.10,%
2026-09-25,14:19:15,AQI,3,
2026-09-25,14:19:15,TVOC,438,ppb
2026-09-25,14:19:15,eCO2,847,ppm
2026-09-25,14:19:15,Broadband (Visible + IR),4,
2026-09-25,14:19:15,Infrared,1,
2026-09-25,14:19:16,Temperature,25.09,°C
2026-09-25,14:19:16,Humidity,51.07,%
2026-09-25,14:19:16,AQI,3,
2026-09-25,14:19:16,TVOC,443,ppb
2026-09-25,14:19:16,eCO2,849,ppm
2026-09-25,14:19:16,Broadband (Visible + IR),4,
2026-09-25,14:19:16,Infrared,1,
2026-09-25,14:19:17,Temperature,25.12,°C
2026-09-25,14:19:17,Humidity,51.05,%
2026-09-25,14:19:17,AQI,3,
2026-09-25,14:19:17,TVOC,428,ppb
2026-09-25,14:19:17,eCO2,844,ppm
2026-09-25,14:19:17,Broadband (Visible + IR),4,
2026-09-25,14:19:17,Infrared,1,
2026-09-25,14:19:18,Temperature,25.11,°C
2026-09-25,14:19:18,Humidity,51.11,%
2026-09-25,14:19:18,AQI,3,
2026-09-25,14:19:18,TVOC,428,ppb
2026-09-25,14:19:18,eCO2,844,ppm
2026-09-25,14:19:18,Broadband (Visible + IR),4,
2026-09-25,14:19:18,Infrared,1,
2026-09-25,14:19:19,Temperature,25.11,°C
2026-09-25,14:19:19,Humidity,51.14,%
2026-09-25,14:19:19,AQI,3,
2026-09-25,14:19:19,TVOC,432,ppb
2026-09-25,14:19:19,eCO2,845,ppm
2026-09-25,14:19:19,Broadband (Visible + IR),4,
2026-09-25,14:19:19,Infrared,1,
2026-09-25,14:19:20,Temperature,25.08,°C
2026-09-25,14:19:20,Humidity,51.07,%
2026-09-25,14:19:20,AQI,3,
2026-09-25,14:19:20,TVOC,455,ppb
2026-09-25,14:19:20,eCO2,852,ppm
2026-09-25,14:19:20,Broadband (Visible + IR),4,
2026-09-25,14:19:20,Infrared,1,
2026-09-25,14:19:21,Temperature,25.10,°C
2026-09-25,14:19:21,Humidity,51.10,%
2026-09-25,14:19:21,AQI,3,
2026-09-25,14:19:21,TVOC,426,ppb
2026-09-25,14:19:21,eCO2,843,ppm
2026-09-25,14:19:21,Broadband (Visible + IR),4,
2026-09-25,14:19:21,Infrared,1,
2026-09-25,14:19:22,Temperature,25.09,°C
2026-09-25,14:19:22,Humidity,51.11,%
2026-09-25,14:19:22,AQI,3,
2026-09-25,14:19:22,TVOC,408,ppb
2026-09-25,14:19:22,eCO2,837,ppm
2026-09-25,14:19:22,Broadband (Visible + IR),4,
2026-09-25,14:19:22,Infrared,1,
2026-09-25,14:19:23,Temperature,25.12,°C
2026-09-25,14:19:23,Humidity,51.06,%
2026-09-25,14:19:23,AQI,3,
2026-09-25,14:19:23,TVOC,413,ppb
2026-09-25,14:19:23,eCO2,839,ppm
2026-09-25,14:19:23,Broadband (Visible + IR),4,
2026-09-25,14:19:23,Infrared,1,
2026-09-25,14:19:24,Temperature,25.15,°C
2026-09-25,14:19:24,Humidity,51.12,%
2026-09-25,14:19:24,AQI,3,
2026-09-25,14:19:24,TVOC,419,ppb
2026-09-25,14:19:24,eCO2,841,ppm
2026-09-25,14:19:24,Broadband (Visible + IR),4,
2026-09-25,14:19:24,Infrared,1,
2026-09-25,14:19:25,Temperature,25.15,°C
2026-09-25,14:19:25,Humidity,50.98,%
2026-09-25,14:19:25,AQI,3,
2026-09-25,14:19:25,TVOC,381,ppb
2026-09-25,14:19:25,eCO2,829,ppm
2026-09-25,14:19:25,Broadband (Visible + IR),4,
2026-09-25,14:19:25,Infrared,1,
2026-09-25,14:19:26,Temperature,25.13,°C
2026-09-25,14:19:26,Humidity,50.92,%
2026-09-25,14:19:26,AQI,3,
2026-09-25,14:19:26,TVOC,394,ppb
2026-09-25,14:19:26,eCO2,833,ppm
2026-09-25,14:19:26,Broadband (Visible + IR),4,
2026-09-25,14:19:26,Infrared,1,
2026-09-25,14:19:27,Temperature,25.12,°C
2026-09-25,14:19:27,Humidity,51.00,%
2026-09-25,14:19:27,AQI,3,
2026-09-25,14:19:27,TVOC,396,ppb
2026-09-25,14:19:27,eCO2,833,ppm
2026-09-25,14:19:27,Broadband (Visible + IR),4,
2026-09-25,14:19:27,Infrared,1,
2026-09-25,14:19:28,Temperature,25.11,°C
2026-09-25,14:19:28,Humidity,50.96,%
2026-09-25,14:19:28,AQI,3,
2026-09-25,14:19:28,TVOC,389,ppb
2026-09-25,14:19:28,eCO2,831,ppm
2026-09-25,14:19:28,Broadband (Visible + IR),4,
2026-09-25,14:19:28,Infrared,1,
2026-09-25,14:19:29,Temperature,25.09,°C
2026-09-25,14:19:29,Humidity,50.99,%
2026-09-25,14:19:29,AQI,3,
2026-09-25,14:19:29,TVOC,388,ppb
2026-09-25,14:19:29,eCO2,831,ppm
2026-09-25,14:19:29,Broadband (Visible + IR),4,
2026-09-25,14:19:29,Infrared,1,
2026-09-25,14:19:30,Temperature,25.10,°C
2026-09-25,14:19:30,Humidity,50.94,%
2026-09-25,14:19:30,AQI,3,
2026-09-25,14:19:30,TVOC,390,ppb
2026-09-25,14:19:30,eCO2,831,ppm
2026-09-25,14:19:30,Broadband (Visible + IR),4,
2026-09-25,14:19:30,Infrared,1,
2026-09-25,14:19:31,Temperature,25.10,°C
2026-09-25,14:19:31,Humidity,50.95,%
2026-09-25,14:19:31,AQI,3,
2026-09-25,14:19:31,TVOC,394,ppb
2026-09-25,14:19:31,eCO2,833,ppm
2026-09-25,14:19:31,Broadband (Visible + IR),4,
2026-09-25,14:19:31,Infrared,1,
2026-09-25,14:19:32,Temperature,25.13,°C
2026-09-25,14:19:32,Humidity,50.95,%
2026-09-25,14:19:32,AQI,3,
2026-09-25,14:19:32,TVOC,380,ppb
2026-09-25,14:19:32,eCO2,828,ppm
2026-09-25,14:19:32,Broadband (Visible + IR),4,
2026-09-25,14:19:32,Infrared,1,
2026-09-25,14:19:33,Temperature,25.12,°C
2026-09-25,14:19:33,Humidity,51.03,%
2026-09-25,14:19:33,AQI,3,
2026-09-25,14:19:33,TVOC,404,ppb
2026-09-25,14:19:33,eCO2,836,ppm
2026-09-25,14:19:33,Broadband (Visible + IR),4,
2026-09-25,14:19:33,Infrared,1,
2026-09-25,14:19:34,Temperature,25.10,°C
2026-09-25,14:19:34,Humidity,51.03,%
2026-09-25,14:19:34,AQI,3,
2026-09-25,14:19:34,TVOC,397,ppb
2026-09-25,14:19:34,eCO2,834,ppm
2026-09-25,14:19:34,Broadband (Visible + IR),4,
2026-09-25,14:19:34,Infrared,1,
2026-09-25,14:19:35,Temperature,25.13,°C
2026-09-25,14:19:35,Humidity,50.98,%
2026-09-25,14:19:35,AQI,3,
2026-09-25,14:19:35,TVOC,381,ppb
2026-09-25,14:19:35,eCO2,828,ppm
2026-09-25,14:19:35,Broadband (Visible + IR),4,
2026-09-25,14:19:35,Infrared,1,
2026-09-25,14:19:36,Temperature,25.15,°C
2026-09-25,14:19:36,Humidity,51.05,%
2026-09-25,14:19:36,AQI,3,
2026-09-25,14:19:36,TVOC,397,ppb
2026-09-25,14:19:36,eCO2,834,ppm
2026-09-25,14:19:36,Broadband (Visible + IR),4,
2026-09-25,14:19:36,Infrared,1,
2026-09-25,14:19:37,Temperature,25.18,°C
2026-09-25,14:19:37,Humidity,50.96,%
2026-09-25,14:19:37,AQI,3,
2026-09-25,14:19:37,TVOC,398,ppb
2026-09-25,14:19:37,eCO2,834,ppm
2026-09-25,14:19:37,Broadband (Visible + IR),4,
2026-09-25,14:19:37,Infrared,1,
2026-09-25,14:19:38,Temperature,25.18,°C
2026-09-25,14:19:38,Humidity,51.00,%
2026-09-25,14:19:38,AQI,3,
2026-09-25,14:19:38,TVOC,404,ppb
2026-09-25,14:19:38,eCO2,836,ppm
2026-09-25,14:19:38,Broadband (Visible + IR),4,
2026-09-25,14:19:38,Infrared,1,
2026-09-25,14:19:39,Temperature,25.18,°C
2026-09-25,14:19:39,Humidity,50.95,%
2026-09-25,14:19:39,AQI,3,
2026-09-25,14:19:39,TVOC,404,ppb
2026-09-25,14:19:39,eCO2,836,ppm
2026-09-25,14:19:39,Broadband (Visible + IR),4,
2026-09-25,14:19:39,Infrared,1,
2026-09-25,14:19:40,Temperature,25.16,°C
2026-09-25,14:19:40,Humidity,50.95,%
2026-09-25,14:19:40,AQI,3,
2026-09-25,14:19:40,TVOC,409,ppb
2026-09-25,14:19:40,eCO2,838,ppm
2026-09-25,14:19:40,Broadband (Visible + IR),4,
2026-09-25,14:19:40,Infrared,1,
2026-09-25,14:19:41,Temperature,25.17,°C
2026-09-25,14:19:41,Humidity,50.93,%
2026-09-25,14:19:41,AQI,3,
2026-09-25,14:19:41,TVOC,374,ppb
2026-09-25,14:19:41,eCO2,826,ppm
2026-09-25,14:19:41,Broadband (Visible + IR),4,
2026-09-25,14:19:41,Infrared,1,
2026-09-25,14:19:42,Temperature,25.15,°C
2026-09-25,14:19:42,Humidity,50.87,%
2026-09-25,14:19:42,AQI,3,
2026-09-25,14:19:42,TVOC,389,ppb
2026-09-25,14:19:42,eCO2,831,ppm
2026-09-25,14:19:42,Broadband (Visible + IR),4,
2026-09-25,14:19:42,Infrared,1,
2026-09-25,14:19:43,Temperature,25.16,°C
2026-09-25,14:19:43,Humidity,50.89,%
2026-09-25,14:19:43,AQI,3,
2026-09-25,14:19:43,TVOC,381,ppb
2026-09-25,14:19:43,eCO2,829,ppm
2026-09-25,14:19:43,Broadband (Visible + IR),4,
2026-09-25,14:19:43,Infrared,1,
2026-09-25,14:19:44,Temperature,25.17,°C
2026-09-25,14:19:44,Humidity,50.88,%
2026-09-25,14:19:44,AQI,3,
2026-09-25,14:19:44,TVOC,380,ppb
2026-09-25,14:19:44,eCO2,828,ppm
2026-09-25,14:19:44,Broadband (Visible + IR),4,
2026-09-25,14:19:44,Infrared,1,
2026-09-25,14:19:45,Temperature,25.17,°C
2026-09-25,14:19:45,Humidity,50.88,%
2026-09-25,14:19:45,AQI,3,
2026-09-25,14:19:45,TVOC,388,ppb
2026-09-25,14:19:45,eCO2,831,ppm
2026-09-25,14:19:45,Broadband (Visible + IR),4,
2026-09-25,14:19:45,Infrared,1,
2026-09-25,14:19:46,Temperature,25.14,°C
2026-09-25,14:19:46,Humidity,50.87,%
2026-09-25,14:19:46,AQI,3,
2026-09-25,14:19:46,TVOC,405,ppb
2026-09-25,14:19:46,eCO2,836,ppm
2026-09-25,14:19:46,Broadband (Visible + IR),4,
2026-09-25,14:19:46,Infrared,1,
2026-09-25,14:19:47,Temperature,25.14,°C
2026-09-25,14:19:47,Humidity,50.89,%
2026-09-25,14:19:47,AQI,3,
2026-09-25,14:19:47,TVOC,403,ppb
2026-09-25,14:19:47,eCO2,836,ppm
2026-09-25,14:19:47,Broadband (Visible + IR),4,
2026-09-25,14:19:47,Infrared,1,
2026-09-25,14:19:48,Temperature,25.14,°C
2026-09-25,14:19:48,Humidity,50.83,%
2026-09-25,14:19:48,AQI,3,
2026-09-25,14:19:48,TVOC,422,ppb
2026-09-25,14:19:48,eCO2,842,ppm
2026-09-25,14:19:48,Broadband (Visible + IR),4,
2026-09-25,14:19:48,Infrared,1,
2026-09-25,14:19:49,Temperature,25.15,°C
2026-09-25,14:19:49,Humidity,50.91,%
2026-09-25,14:19:49,AQI,3,
2026-09-25,14:19:49,TVOC,411,ppb
2026-09-25,14:19:49,eCO2,838,ppm
2026-09-25,14:19:49,Broadband (Visible + IR),4,
2026-09-25,14:19:49,Infrared,1,
2026-09-25,14:19:50,Temperature,25.15,°C
2026-09-25,14:19:50,Humidity,50.88,%
2026-09-25,14:19:50,AQI,3,
2026-09-25,14:19:50,TVOC,397,ppb
2026-09-25,14:19:50,eCO2,834,ppm
2026-09-25,14:19:50,Broadband (Visible + IR),4,
2026-09-25,14:19:50,Infrared,1,
2026-09-25,14:19:51,Temperature,25.17,°C
2026-09-25,14:19:51,Humidity,50.87,%
2026-09-25,14:19:51,AQI,3,
2026-09-25,14:19:51,TVOC,419,ppb
2026-09-25,14:19:51,eCO2,841,ppm
2026-09-25,14:19:51,Broadband (Visible + IR),4,
2026-09-25,14:19:51,Infrared,1,
2026-09-25,14:19:52,Temperature,25.17,°C
2026-09-25,14:19:52,Humidity,50.87,%
2026-09-25,14:19:52,AQI,3,
2026-09-25,14:19:52,TVOC,383,ppb
2026-09-25,14:19:52,eCO2,829,ppm
2026-09-25,14:19:52,Broadband (Visible + IR),4,
2026-09-25,14:19:52,Infrared,1,
2026-09-25,14:19:53,Temperature,25.18,°C
2026-09-25,14:19:53,Humidity,50.80,%
2026-09-25,14:19:53,AQI,3,
2026-09-25,14:19:53,TVOC,394,ppb
2026-09-25,14:19:53,eCO2,833,ppm
2026-09-25,14:19:53,Broadband (Visible + IR),4,
2026-09-25,14:19:53,Infrared,1,
2026-09-25,14:19:54,Temperature,25.16,°C
2026-09-25,14:19:54,Humidity,50.81,%
2026-09-25,14:19:54,AQI,3,
2026-09-25,14:19:54,TVOC,387,ppb
2026-09-25,14:19:54,eCO2,830,ppm
2026-09-25,14:19:54,Broadband (Visible + IR),4,
2026-09-25,14:19:54,Infrared,1,
2026-09-25,14:19:55,Temperature,25.16,°C
2026-09-25,14:19:55,Humidity,50.79,%
2026-09-25,14:19:55,AQI,3,
2026-09-25,14:19:55,TVOC,397,ppb
2026-09-25,14:19:55,eCO2,834,ppm
2026-09-25,14:19:55,Broadband (Visible + IR),4,
2026-09-25,14:19:55,Infrared,1,
2026-09-25,14:19:56,Temperature,25.18,°C
2026-09-25,14:19:56,Humidity,50.85,%
2026-09-25,14:19:56,AQI,3,
2026-09-25,14:19:56,TVOC,397,ppb
2026-09-25,14:19:56,eCO2,834,ppm
2026-09-25,14:19:56,Broadband (Visible + IR),4,
2026-09-25,14:19:56,Infrared,1,
2026-09-25,14:19:57,Temperature,25.20,°C
2026-09-25,14:19:57,Humidity,50.81,%
2026-09-25,14:19:57,AQI,3,
2026-09-25,14:19:57,TVOC,386,ppb
2026-09-25,14:19:57,eCO2,830,ppm
2026-09-25,14:19:57,Broadband (Visible + IR),4,
2026-09-25,14:19:57,Infrared,1,
2026-09-25,14:19:58,Temperature,25.18,°C
2026-09-25,14:19:58,Humidity,50.81,%
2026-09-25,14:19:58,AQI,3,
2026-09-25,14:19:58,TVOC,396,ppb
2026-09-25,14:19:58,eCO2,833,ppm
2026-09-25,14:19:58,Broadband (Visible + IR),4,
2026-09-25,14:19:58,Infrared,1,
2026-09-25,14:19:59,Temperature,25.16,°C
2026-09-25,14:19:59,Humidity,50.77,%
2026-09-25,14:19:59,AQI,3,
2026-09-25,14:19:59,TVOC,396,ppb
2026-09-25,14:19:59,eCO2,833,ppm
2026-09-25,14:19:59,Broadband (Visible + IR),4,
2026-09-25,14:19:59,Infrared,1,
2026-09-25,14:20:00,Temperature,25.16,°C
2026-09-25,14:20:00,Humidity,50.85,%
